,alpha,d_1,s_1,d_2,s_2,pi_1,pi_2,type,nonneg
960,0.9040000000000106,0.04130726916317088,0.08209170833833229,0.037791355944564356,0.045779656258912615,0.004279640115315458,-0.002248765931515359,multi,True
961,0.9039000000000106,0.041314395065373925,0.08211843132554013,0.037794246708145324,0.04576396534703026,0.0042791575366601785,-0.0022604517333909974,multi,True
962,0.9038000000000106,0.04132152297294767,0.08214516091815742,0.037797138133898414,0.04574827057269083,0.004278674991007293,-0.0022721510780624892,multi,True
963,0.9037000000000106,0.04132865288658571,0.08217189711813247,0.037800030221998744,0.04573257193476642,0.004278192478403362,-0.0022838639854588505,multi,True
964,0.9036000000000106,0.04133578480698261,0.08219863992742085,0.03780292297261848,0.04571686943211803,0.004277709998894838,-0.002295590475549839,multi,True
965,0.9035000000000106,0.04134291873483198,0.08222538934797524,0.03780581638593199,0.04570116306361163,0.004277227552528049,-0.002307330568341297,multi,True
966,0.9034000000000106,0.04135005467082845,0.08225214538174602,0.03780871046211208,0.04568545282811427,0.004276745139350108,-0.002319084283874442,multi,True
967,0.9033000000000106,0.041357192615664264,0.08227890803068065,0.03781160520133475,0.045669738724497706,0.0042762627594076195,-0.0023308516422275525,multi,True
968,0.9032000000000107,0.041364332570037216,0.08230567729674347,0.03781450060377208,0.04565402075161749,0.004275780412746842,-0.0023426326635225055,multi,True
969,0.9031000000000107,0.04137147453464037,0.08233245318187982,0.037817396669599705,0.04563829890834739,0.0042752980994149245,-0.0023544273679109847,multi,True
970,0.9030000000000107,0.04137861851016961,0.08235923568805133,0.037820293398988944,0.04562257319354247,0.004274815819458554,-0.0023662357755892937,multi,True
971,0.9029000000000107,0.0413857644973195,0.08238602481720539,0.0378231907921169,0.045606843606078154,0.004274333572924751,-0.002378057906784675,multi,True
972,0.9028000000000107,0.041392912496786435,0.08241282057130257,0.037826088849155386,0.04559111014481126,0.004273851359860392,-0.0023898937817681846,multi,True
973,0.9027000000000107,0.041400062509266526,0.08243962295229938,0.03782898757028081,0.0455753728086095,0.004273369180312087,-0.0024017434208464207,multi,True
974,0.9026000000000107,0.04140721453545579,0.08246643196215332,0.037831886955664876,0.04555963159633104,0.004272887034327108,-0.0024136068443651668,multi,True
